1what  thorax ct show?	ATM-02-80-g002	in  right breast
2where   ct show  hematoma?	AJNS-8-48-g001	a liver hemangioma with abdominal pain
3what   ct show?	1477-7819-2-41-1	 lesion extending  ankle joint and  anterior soft tissue
4what   mri show?	iranjradiol-10-99-g001	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
5what   ct of  chest show?	Tanaffos-10-072-g001	 lung nodules
6what   high resolution ct of  chest show?	40064_2015_1079_Fig1_HTML	 presence of hemoperitoneum and a perisplenic hematoma
7what   3d ct image show?	JETS-8-119-g001	outgrowth osteophytes covering  anterior side of  vertebrae as well as local ossification of  posterior longitudinal ligament
8what   axial ct show?	kjs-9-137-g005	in  femoral inter condylar notch
9where is  lesion located?	SNI-3-37-g001	an intra cardiac mass in  anterior side of  right atrial wall encasing a right coronary artery
10what   ct angiogram show within  tumor?	JPN-5-1-g005	an abscess
11what is  lesion consistent with?	1752-1947-5-362-1	 toothbrush spanning  nasopharynx and oropharynx
12what   post contrast abdomen ct show?	PG-9-24107-g002	mri
13what   axial section of mri of cervical spine show (arrow)?	AIAN-15-51-g002	a liver hemangioma with abdominal pain
14what   ct show?	1752-1947-4-216-1	on  right side
15where is  seminal vesicle located?	IJU-27-137-g001	polycyclic neck mass closely adjacent to laryngeal cartilages
16what   ct show around  heart?	LI-30-148-g003	3 cm in diameter
17what is  size of  mass?	1757-1626-2-9325-1	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
18what   ct of  chest show?	cro-0008-0142-g01	enhancing soft tissue thickening in right epidural space corresponding to metabolic activity seen on fdg pet ct image
19what   t1 weighted sagittal post contrast mri image show?	JCIS-5-18-g015	a liver hemangioma with abdominal pain
20what   ct show?	LI-26-130-g002	within  muscles of  right cheek
21where is  soft tissue mass extending beyond?	jmdh-8-109Fig2	ruptured artery supplying  interpole
22what   ct urogram show?	WJNM-10-20-g003	unilocular subcapsular fluid filled collection in  right lobe of  liver
23what   abdominal ct show?	JCDR-3-36-g002	an irregularly enhancing mass in  right medial temporal lobe anteriorly in  close proximity to  cavernous sinus and oculomotor nerve
24what structure   lesion infiltrate?	rju14602	brain
25what is this mri showing?	FVVinObGyn-3-135-149-g008	multiple demyelinating plaques
26what   brain mri show (white arrows)?	IJPD-21-256-g001	tearing
27what  this axial t2 mri image at  craniocervical junction show?	SNI-3-26-g002	axial cut of repeat cervical spine
28what is this ct showing?	1757-1626-3-57-2	without signal intensity
29what structures are shown to be deviated?	ABR-1-23-g001	2
30what is seen in  center of  trachea?	kjae-58-197-g002	a liver hemangioma with abdominal pain
31what   ct show?	rju12901	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
32what   mri show (white arrow)?	IDOJ-4-43-g004	a liver hemangioma with abdominal pain
33where   ct show?	1757-1626-1-84-1	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
34what   axial t2wi mri show?	IJRI-23-258-g006	unilocular subcapsular fluid filled collection in  right lobe of  liver
35what   abdominal ct show?	cro-0005-0030-g01	multiple bilaterally diffused opacities giving  picture of bud in tree
36  ct image indicate mechanical obstruction of  bowel?	crg-0006-0425-g01	 urinary bladder free of any masses
37what  ct show int he diaphragmatic hernia?	1749-7922-8-2-3	of  abdomen
38is this a normal ct?	1471-2334-11-358-1	bilateral symmetric increased signal within  anterior horn
39what   magnetic resonance image show?	12887_2015_356_Fig3_HTML	 lesion
40what   post contrast axial ct image show hypodense mural thickening of?	can-4-193f1	 accessory hemiazygous
41Is  superior mesenteric artery lumen normal?	ymj-52-859-g001	mri sagittal T1 sequence with gadolinium
42what type of image is this?	JCIS-5-18-g012	good expansion of  residual lobes
43what   chest ct show?	1757-1626-0002-0000008070-003	mri sagittal T1 sequence with gadolinium
44what type of image is this?	1752-1947-5-342-3	lesion at tail of pancreas
45what  mri show?	12957_2014_1855_Fig1_HTML	head of pancreas
46where could  mass be arising from?	can-7-289fig1	actual bleeding
47what is  abdominal ct showing?	SaudiMedJ-36-252-g001	mri sagittal T1 sequence with gadolinium
48what kind of mri view is this?	JCIS-5-18-g015	t2 weighted brain mri
49Does  mass show absence or presence of cystic degeneration?	1757-1626-2-9325-3	anterior thymus
50which artery is  ischemic stroke associated with?	HV-13-149-g001	a marked pancreatic ductal dilatation with large intraductal calcifications
51Is this a contrast imaging study?	NAJMS-4-520-g002	a liver hemangioma with abdominal pain
52what   ct show?	rju07803	outside  dose grid region
53in which lung is  consolidation seen?	13017_2015_6_Fig1_HTML	30 mm in diameter
54what is  longest diameter of  mass?	kjim-19-1-62-12f1	without recurrence
55asides from  tumor	1758-3284-3-37-4	left lamellar concha
56what   coronal ct show?	1758-3284-3-37-4	restricted diffusion in midbrain
57what  flair imaging and diffusion weighted imaging show?	crn0003-0252-f01	a liver hemangioma with abdominal pain
58what   ct show?	JIAPS-15-104-g001	absence of talar avn
59what   t1 weighted axial mri image show?	JCIS-5-18-g012	extensive marrow infiltration of spine and pelvic bone and collapse of c3
60what  this  lumbar spine mri show?	kjs-9-300-g001	pseudomyxoma peritonei with mucin septations
61what   ct on abdomen show?	ic-46-261-g001	mri sagittal T1 sequence with gadolinium
62what kind of ct image is this?	SNI-4-144-g008	into  right chest and mediastinum
63where  ct of brain show symmetric calcification?	JNSBM-3-90-g003	confluent nodular opacities and ground glass areas
64what  ct of  thorax show?	ASJSM-1-223-g002	hydrocephalus
65what   sagittal mri of  cervical spine show?	1757-1626-1-416-2	a large fluid collection
66what is this ct showing distended?	1757-1626-3-57-2	sphenoid sinus hypoplasia with cystic fibrosis
67what   ct of  sinuses show?	1752-1947-0003-0000008496-4	 adjacent facet
68what did  lesion erode?	rt-2013-3-e33-g003	outside  dose grid region
69how is  abnormality in  spinal cord shown?	IJNL-12-069-g001	ct of neck
70what is  sac-like organ show in this image?	IJRI-20-135-g003	loculated fluid collection contiguous with  gluteus medius and pyriformis muscles
71what   mri of  cervical spine show?	SAS-1-2007-0114-CR-g004	an abscess
72what are  hyperintense lesions consistent with?	jkms-21-958-g001	a solid tumor mass in  right kidney
73what   ct of  abdomen show?	1757-1626-0002-0000006331-001	a cirrhotic liver with a hypointense lesion in  caudate lobe of liver
74who   mri spine show?	JGID-4-184-g001	ct
75what   mri (axial and sagittal views) show?	IJPC-15-159-g001	hepatoma in segment vi
76what  plain and contrast ct images show?	gou017f2	a liver hemangioma with abdominal pain
77what   ct show?	AJNS-6-121-g001	extra kidney
78what   reconstructed chest ct show (arrows)?	s12245-014-0040-5-3	 lesion extending  ankle joint and  anterior soft tissue
79what   mri show?	fneur-06-00062-g006	a liver hemangioma with abdominal pain
80what   ct show?	AJNS-8-48-g001	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
81what   coronal mri show?	1752-1947-6-43-1	atlantooccipital fusion and fusion of  c4 c6 vertebrae
82what   sagittal t2w mri image of  cervical spine show?	IJRI-20-202-g001	labral tear
83what anatomy is shown in  mri?	pntd.0003679.g008	 dysplastic of axis body
84what   axial mri of  cervical spine show?	1757-1626-1-416-1	bone marrow edema adjacent to  fibro-cartilage coalition
85what anatomical structure show hyperintensity in this axial t2w mri of  brain?	IJRI-20-195-g001	a well circumscribed nodule composed of clustered cysts in  left upper lobe
86what aneurysm show leakage of  contrast-enhanced blood?	1749-7922-2-34-1	multiple demyelinating plaques
87what   brain mri show?	jkms-26-951-g003	 mass effect with right subfalcine herniation
88what    ct show?	jsls-5-4-313-g01	 urinary bladder is compressed bilaterally by two thin walled fluid collections within  pelvis
89what   contrast enhanced ct abdomen and pelvis show?	IJU-29-142-g003	in  femoral inter condylar notch
90how is  pancreas shaped like?	crg-0009-0056-g01	a signal void brain lesion in  left trigone area
91what   coronal t2 weighted mri image of  right knee show?	1471-2385-5-2-1	a liver hemangioma with abdominal pain
92what   ct show?	SNI-3-37-g001	 sarcoma arising from right ventricle outflow tract to both  right and left pulmonary artery
93what  cardiac mri show?	CCR-6-134_F1	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
94what   abdominal mri show?	1757-1626-2-9325-2	an echodense right atrial mass concerning for malignancy
95what  t2 weighted mri image show (arrow)?	kjhbps-16-75-g001	multiple bilaterally diffused opacities giving  picture of bud in tree
96what   axial ct image of  pelvis show?	rjv03503	multiple liver abscesses
97what  coronal T1-weighted mri show?	jmdh-8-109Fig2	luminal high density in gallbladder
98what  enhanced ct show?	pjms-30-216-g001	in  femoral inter condylar notch
99where is  lesion located?	iranjradiol-10-99-g001	no
100is re a lymph node enlargement visible?	kjim-18-1-45-8f2	mri at age 35
101what condition is visible with hyperintensities in bilateral thalami?	IJCCM-18-453-g001	a solid tumor mass in  right kidney
102what   mri of  abdomen show?	cpe-17-061-g002	 angle between  transepicondylar axis and  femoral component
103what is seen on  ct (red arrow)?	1757-1626-0002-0000008176-003	a high density structure shaped like a nut shell in  small bowel
104what   enhanced ct of  abdomen and pelvis show?	crg0005-0602-f01	a liver hemangioma with abdominal pain
105what   ct show?	IJMR-137-815-g002	 lesion extending  ankle joint and  anterior soft tissue
106what   mri show?	tropmed-87-381-g001	 localization and expansion of  bone cyst originating from c7
107what   mri spine show at multiple levels?	JGID-4-184-g001	 anterior maxilla
108what organ is  mass deviating?	IJPD-23-121-g001	hyperintensity in  midbrain and hypothalamus
109what  t2w axial mri image show?	IDOJ-2-31-g004	3 cm in diameter
110what is  size of  mass?	1477-7819-6-50-1	absence of talar avn
111what   mri t1 weighted image show?	alm-33-379-g001	hyperintensity in  right optic nerve head
112what   mri brain show obliteration of?	JNRP-1-23-g001	no
113are re any signs of ischemic injury in this image?	fneur-06-00062-g006	a large heterogeneous mass in  left half of  retroperitoneum with a fatty component posteriorly
114what  coronal contrast-enhanced ct show?	IJRI-21-176-g008	ruptured artery supplying  interpole
115what   ct pulmonary angiography scan show?	IJCCM-13-163-g002	in  femoral inter condylar notch
116where is  tumor located?	13104_2014_3305_Fig2_HTML	unilocular subcapsular fluid filled collection in  right lobe of  liver
117what   abdominal ct show?	kjim-18-1-45-8f2	 gross distension of  stomach and  duodenum
118what is  anatomy in this ct?	cro-0007-0039-g01	 interconnected pore structure
119what is  disease shown in  brain mri?	Tanaffos-13-043-g002	a liver hemangioma with abdominal pain
120what   ct show?	rju12901	mri sagittal T1 sequence with gadolinium
121what kind of mri view is this?	JCIS-5-18-g012	a liver hemangioma with abdominal pain
122what   ct show?	1752-1947-5-342-2	through  fascial defect at  left superior lumbar triangle
123  ct show evidence of a mass or lymphadenopathy?	Tanaffos-10-072-g001	in right kidney
124  axial ct show calcification?	JCIS-1-51-g017	 size of  renal mass and  thrombus
125what  ct imaging of  abdomen show?	crg-0006-0425-g01	 angle between  transepicondylar axis and  femoral component
126what is seen on  contrast-enhanced ct?	UA-5-309-g003	symmetric
127what   coronal t2 mri of  brain show?	tisb-2-e29431-g1	intrathoracic portosystemic collateral in  form of dilated paraesophageal veins in a case of cirrhosis
128what   axial contrast-enhanced ct show?	IJRI-21-176-g003	ruptured artery supplying  interpole
129what   ct angiogram show?	SNI-4-144-g008	 lesion extending  ankle joint and  anterior soft tissue
130what   mri show?	HV-13-149-g001	a cirrhotic liver with a hypointense lesion in  caudate lobe of liver
131where   mri peritoneography show irregularity?	ndtplussfq203f01_ht	an heterologous cranioplasty
132is  tumor associated with skullbase infiltration?	1758-3284-3-37-4	a liver hemangioma with abdominal pain
133what   ct show?	cro-0007-0039-g01	arrows in  ct abdomen
134what or structures are affected by  tumor?	1758-3284-3-37-3	hyperintensity in  midbrain and hypothalamus
135what  t2w axial mri image show?	IDOJ-2-31-g003	in  femoral inter condylar notch
136where is  tumour located?	1757-1626-0002-0000008585-002	a high density structure shaped like a nut shell in  small bowel
137what   enhanced ct of  abdomen and pelvis show?	crg0005-0602-f01	through  lower chest wall
138where is a soft-tissue mass originating from?	1752-1947-5-451-3	between 2 and 5 cm
139what is are  anatomical structures in  ct?	1746-160X-2-28-1	a liver hemangioma with abdominal pain
140what   ct show?	pone.0104170.g004	ct abdomen
141where   ct pulmonary angiography scan show filling defects (white arrow)?	IJCCM-13-163-g002	a liver hemangioma with abdominal pain
142what   ct show?	LI-26-130-g002	in  white matter of both hemispheres
143where are  lung nodules distributed?	2049-6958-8-5-1	a large right sided perinephric fluid collection
144what   contrast enhanced ct of abdomen show?	kjr-15-655-g001	in  white matter of both hemispheres
145where are  lesions located (arrows)?	1752-1947-5-137-2	pseudomyxoma peritonei with mucin septations
146what   ct of abdomen show?	JETS-5-344-g001	13 cm in diameter
147what is  size of  para-aortic mass?	JCDR-3-36-g002	30 mm in diameter
148what is  size (diameter) of  mass?	1752-1947-5-337-1	 fusion defect
149what has infiltrated  underlying medial chest wall?	iranjradiol-09-212-g003	heterogenously enhancing suprarenal lesion with areas of necrosis
150what  contrast enhanced chest ct show?	kjh-47-163-g010	a cirrhotic liver with a hypointense lesion in  caudate lobe of liver
151what   sagittal mri image show (arrows)?	medi-94-e0962-g003	 lesion extending  ankle joint and  anterior soft tissue
152what   mri show?	1749-799X-4-40-7	in  left trigone area
153where   diffusion weighted mri show a high signal intensity lesion?	crn-0004-0107-g01	a liver hemangioma with abdominal pain
154what   ct show?	crg0002-0356-f01	a liver hemangioma with abdominal pain
155what   ct show?	rjv05002	a liver hemangioma with abdominal pain
156what   ct show?	jkms-23-142-g001	a liver hemangioma with abdominal pain
157what   ct show?	LI-30-148-g003	 lesion extending  ankle joint and  anterior soft tissue
158what   mri show?	OL-06-03-0655-g00	 presence of a soft tissue mass arising within  muscles of  right cheek
159what  axial ct show?	rjt01101	A seroma
160what structure is seen in  hernia (arrow)?	JETS-5-344-g001	a bony mass in  left maxillary antrum
161what  ct show?	crg-0009-0056-g01	that mass is pressing  superior vena cava
162what  this chest ct show?	SJA-7-347-g001	 temporal bone
163what is this ct image of?	1752-1947-5-451-3	atrophy of  entire cerebellum
164what  ct of brain show?	JNSBM-3-90-g002	 hematoma in  left aspect of  spinal canal
165what  lumbar mri show?	PAMJ-17-217-g001	bilateral symmetric increased signal within  anterior horn
166what   magnetic resonance image show?	1752-1947-6-172-1	mri sagittal T1 sequence with gadolinium
167what kind of imaging scan is this?	1757-2215-6-27-2	only minimal left enophthalmos
168what  this ct image show?	1470-7330-14-21-4	herniated in  lower right anterior mediastinum
169where  ct show  lesions?	1476-0711-3-16-2	a liver hemangioma with abdominal pain
170what   ct show?	1472-6815-6-3-1	a liver hemangioma with abdominal pain
171what   ct show?	DRJ-8-114-g004	 edematous wall of  intussuscipiens and  mass around  invaginating mesenteric fat
172what   coronal ct image of  abdomen show?	rjv03501	huge heterogeneously enhancing mass with some necrotic foci
173where are  poorly defined hypointense masses located (white arrows)?	cde0002-0110-f02	hyperintensity in  right optic nerve head
174what   saggital mri brain show?	IJOEM-14-78-g002	markedly decreased size of psudomeningocele
175what  magnetic resonance angiogram show?	IJPS-43-84-g003	an heterologous cranioplasty
176is  lesion attached to adjacent bones?	1757-1626-2-9341-2	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
177what   mri show (white arrow)?	IJU-27-137-g001	a liver hemangioma with abdominal pain
178what   ct show?	1471-2466-14-65-1	 interconnected pore structure
179at what level is  laminectomy defect?	JCVJS-2-57-g002	irregular dilatation of common bile
180what  this ct show?	1471-2466-14-65-3	 mass effect with right subfalcine herniation
181what   brain ct show?	IJNL-12-121-g001	a liver hemangioma with abdominal pain
182what   ct show?	1757-1626-0002-0000008176-004	labral tear
183what anatomy is shown in  mri?	1752-1947-5-552-2	 abdominal ct
184what structure is calcified?	gou017f2	 tracings of all four subregions of insula
185what   coronal section of mri show?	13256_2014_3030_Fig3_HTML	no abnormalities
186who  brain mri flaire image show?	ijcn-9-107-g001	bilateral symmetric increased signal within  anterior horn
187what   magnetic resonance image show?	TOORTHJ-2-19_F1B	on  right side
188where is  pleural effusion located?	s12245-014-0040-5-2	mri sagittal T1 sequence with gadolinium
189what kind of ct image is this?	40064_2015_1157_Fig2_HTML	an enlarged rounded right level ii node with necrotic foci and ill defined margins
190what  Contrast enhanced ctA show (arrow)?	pone.0104170.g004	The position of treatment couch removed
191what condition is seen in  basal cisterns?	AIAN-16-88-g001	well defined non homogenous density mass with central necrosis in lower part of mediastinum
192what   ct of  thorax show?	2047-783X-18-7-1	 lesion extending  ankle joint and  anterior soft tissue
193what   mri show?	cln-66-04-691-g003	mri sagittal T1 sequence with gadolinium
194what kind of ct view is this?	IJRI-21-215-g002	in  posteromedial aspect of  knee and calf
195where  axial mri show a hyperintense cystic lesion?	JGID-7-122-g003	high resolution ct of  chest
196what condition  lesions suggest?	1752-1947-6-172-2	contrast enhanced ct
197what   coronal contrast enhanced chest ct show (arrow)?	JCIS-2-55-g004	 interconnected pore structure
198what is  ct image suggestive of?	1754-9493-5-2-5	osteolysis of  right condylar head
199what   contrast enhancement indicate?	JNRP-3-95-g002	in  femoral inter condylar notch
200where is  tumor located?	isd-41-107-g003	abdominal mri
201what could  multiple hyperdense soft tissue nodules be?	jsls-13-1-73-g01	aneurysm affecting  main pulmonary artery
202what   ct show (arrow)?	1757-1626-2-9325-1	multiple cavitary and non cavitary lung nodules
203what  chest ct show?	1746-1596-8-134-1	enhancing lesions
204what is displaced by  anterior mediastinum?	APC-4-68-g001	only minimal left enophthalmos
205what  this ct image show?	1757-1626-2-9106-2	a liver hemangioma with abdominal pain
206what   ct show ?	cancers-03-01253f2	ossified extremities of  bigger fetus
207what   contrast enhanced pelvic ct show?	kjh-47-163-g012	 globe inferiorly
208what is  large retroperitoneal mass displacing?	1752-1947-5-337-2	third ectopic thyroid enhancing lesion at  base of tongue
209what anatomical structure is show in  ct image?	kja-16-83-g002	complete resection of  aneurysm
210what   transverse ct image show?	kjr-8-120-g004	 right hemisphere
211what organ is on  right side of  image?	SJA-7-347-g002	 lesion extending  ankle joint and  anterior soft tissue
212what   mri show?	PAMJ-18-205-g001	a preoperative mri scan
213what anatomical structures show hyperintensity in this axial t2w mri of  brain?	IJRI-20-195-g001	symmetric
214what   mri of  brain show?	1752-1947-3-9329-4	anomalous vessels arising from  descending aorta
215what   ct axial view show ?	rju10003	arrows in  ct abdomen
216in what structure are  lesions found?	tm-01-195-e002	a large pituitary adenoma responsible for visual loss in both eyes
217 this mri show brainstem edema?	jkms-21-958-g004	irregular dilatation of common bile
218what  this ct show?	APC-4-68-g001	of inguinal lymph nodes
219what   ct image show  presence of?	medi-94-e540-g001	 presence of hemoperitoneum and a perisplenic hematoma
220what   ct image show?	JETS-8-119-g002	multiple well circumscribed cysts with presence of scolex
221what  mri of  heart show?	1752-1947-1-21-1	in  femoral inter condylar notch
222what is  hyperintensity located?	IJRI-20-202-g001	 caudal end of  lesion
223what   axial section of  ct of  neck show?	0392-100X-30-313-g001	good expansion of  residual lobes
224what   chest ct show?	jkms-21-946-g002	in  inferior vena cava
225where   ct of  chest show a crescent shaped lucency?	LI-26-95-g004	in  femoral inter condylar notch
226where is  lesion located?	IJNL-12-121-g001	multiple demyelinating plaques
227what   brain mri flair show?	PAMJ-12-12-g002	within  liver
228where   ct of  abdomen show  lesions?	JIAPS-15-104-g001	an area of non enhancement in posterior cortex of left kidney
229what   ct of brain show?	JNSBM-3-90-g003	 right sinus of Valsalva
230what is  massive emphysema of  orbit leading to?	rjt01101	Hepatic hypervascular hemangioma with similar enhancement to  aorta and early enhancement of parenchyma adjacent to  lesion
231what  ct without intravenous administration of contrast medium show?	1470-7330-14-21-5	intrathoracic portosystemic collateral in  form of dilated paraesophageal veins in a case of cirrhosis
232what   contrast-enhanced ct show?	IJRI-20-294-g002	at  inferior section of both parietal lobes
233  image show normal findings?	NAJMS-4-520-g002	an area of increased signal intensity compatible with myocardial fatty substitution
234what  cerebral magnetic resonance show?	cp-2013-1-e4-g001	an irregularly enhancing mass in  right medial temporal lobe anteriorly in  close proximity to  cavernous sinus and oculomotor nerve
235what   low signal density represent?	1752-1947-1-21-1	a liver hemangioma with abdominal pain
236what   ct show?	1749-7922-8-2-3	ct of  abdomen
237what sign of bowel obstruction is seen in  image?	crg-0006-0425-g01	heterogenously enhancing suprarenal lesion with areas of necrosis
238what  contrast enhanced ct show?	IJPD-23-121-g001	solid tumors in  right cerebral peduncle and in  left occipital lobe with surrounding cerebral edema
239what  axial ct and sagittal mri of  brain show?	JCHIMP-4-24811-g001	on  right side
240where is  pleural effusion located?	crg-0006-0260-g01	 lesion extending  ankle joint and  anterior soft tissue
241what   mri show?	SNI-6-424-g002	 lesion extending  ankle joint and  anterior soft tissue
242what   mri show (arrows)?	medi-94-e861-g002	in  femoral inter condylar notch
243where is  tumor located?	OL-06-03-0655-g00	significant tumor reduction
244what  this dynamic contrast enhanced breast mri show?	cmo-2-2008-037f1a	loculated fluid collection contiguous with  gluteus medius and pyriformis muscles
245what   mri of  cervical spine show?	SAS-1-2007-0114-CR-g003	branching hypodense lesions due to hepatic necrosis
246what   ct of pancreas show?	1757-1626-1-84-1	an expansile
247what   Axial HRct show?	IJRI-23-287-g024	abdominal ct
248which structure is displaced anteriorly by  cerebrospinal fluid?	AJNS-9-108-g003	axial cut of repeat cervical spine
249what is this ct of?	jls0041331610001	aneurysmal dilatation of descending arch of aorta
250what  hrct thorax show?	LI-29-280-g003	calcifications within  pancreas
