1what  thorax ct show?	ATM-02-80-g002	in  right breast
251what is showed in  ct images?	1476-7120-8-33-2	aneurysmal dilatation of descending arch of aorta
252what  ct thorax show?	IJEM-15-346-g002	 intensity changes in  bullet tract against C7-D2
253what show  sagittal mri show?	SAS-1-2007-0114-CR-g002	 anterior bronchus of  right lower lob 
254what anatomical structure is  tumor compressing?	IJEM-16-304-g002	a fat density lesion with a hyperdense rim and fat stranding adjacent to  ascending colon
255what   contrast enhanced mri show?	13104_2014_3305_Fig2_HTML	a severe diffuse lesion
256 mri show venous infarction in  sagittal sinus?	IndianJOphthalmol-56-327-g002	a heterogeneous tumor involving  lower peritoneal cavity
257what   t2 weighted sagittal mri show?	jkms-21-958-g001	enhancing lesions
258what organ is compressed by  mass?	can-7-289fig1	good expansion of  residual lobes
259what   chest ct show?	jkms-21-946-g002	marked progression of  subcutaneous metastases
260what  enhanced abdominal ct show?	kjh-47-163-g011	only minimal left enophthalmos
261 this image show midline shift?	IJPC-15-159-g001	bilateral basal bullous emphysema
262what   ct thorax show?	IJA-53-482-g001	 presence of hemoperitoneum and a perisplenic hematoma
263what   ct image show?	jls0011127030001	collection in  gall bladder fossa closely resembling a normal gallbladder appearance
264what   abdominopelvic ct image show?	can-7-289fig1	thrombosed right ovarian vein
265what   abdominal ct show (arrow)?	ymj-52-859-g001	a signal void brain lesion in  left trigone area
266what   axial mri t1 weighted image show?	JNRP-6-286-g003	in  femoral inter condylar notch
267where is  lesion located?	1477-7819-3-62-2	 case of a tuberculum sellae meningioma
268what   mri scan show?	tm-02-36-e008	 anterior maxilla
269what is  cardiac mri showing?	CCR-6-134_F2	a sigmoid colon wall infiltration
270what structure is surrounded by  enlarged lesions?	cro-0007-0065-g01	in  pericardial space
271where is  pericardial cyst?	APC-4-68-g001	an abnormal soft tissue mass
272what anatomical region is  liver abnormally extending to?	IJMR-141-129-g001	in  femoral inter condylar notch
273where is  lesion located?	1752-1947-5-362-1	 lesion extending  ankle joint and  anterior soft tissue
274what   mri show?	pntd.0003679.g008	part of  bowel and omentum in  chest
275what   cts of  abdomen and pelvis show?	jsls-13-1-73-g01	extensive infarctions within both cerebral hemispheres
276what abnormalities are show in  brain mri?	er-3-2-70-5f2	only minimal left enophthalmos
277what  this abdominal ct image show?	1752-1947-5-337-1	a marked hyperintense pancreatic head mass
278what   sagittal t2 weighed magnetic resonance image show?	kjs-12-207-g003	 lesion extending  ankle joint and  anterior soft tissue
279what   mri show?	JPN-4-139-g002	good expansion of  residual lobes
280what   chest ct show?	1477-7819-8-74-2	an heterologous cranioplasty
281what is associated with  abnormality of  temporal lobe?	AJNS-9-108-g003	 presence of hemoperitoneum and a perisplenic hematoma
282what   ct image show?	medi-94-e540-g001	a high grade lesion of  proximal insertion of  mcl
283what  mri brain t1 and flair axial images show?	AIAN-16-88-g001	 lesion extending  ankle joint and  anterior soft tissue
284what   mri show?	IJU-27-137-g002	that mass is pressing  superior vena cava
285what  a preoperative chest ct show?	40792_2015_103_Fig1_HTML	 human head
286what disease is showd in this ct?	1471-2466-14-65-1	nipple sign at  level of entry of  anterior ethmoid artery into  nasal cavity
287what   ct vrt image of newborn show?	JCN-1-217-g005	 presence of hemoperitoneum and a perisplenic hematoma
288what   ct image show?	crg-0006-0260-g01	a superior right orbital mass displacing  globe inferiorly
289what   coronal sinus ct of paranasal sinuses show?	ABR-1-23-g001	 lesion extending  ankle joint and  anterior soft tissue
290what   mri show?	12957_2015_562_Fig4_HTML	a liver hemangioma with abdominal pain
291what   ct show?	1752-1947-5-342-3	in  femoral inter condylar notch
292where is  collection located?	IJRI-23-258-g006	 anterior maxilla
293what is showing situs inversus?	SJA-7-347-g002	a bony mass in  left maxillary antrum
294what  ct show?	JIAPS-17-180-g001	The trial femoral head
295Are  bowels found in  right hemithorax?	JIAPS-17-180-g001	a marked pancreatic ductal dilatation with large intraductal calcifications
296Is this a ct contrast image?	rju09202	13 cm
297what is  lesion in  dorsal pons?	cop0002-0343-f02	regional lymph node involvement
298what is  peripheral nodule located?	abd-90-03-s1-0162-g02	 tumor
299what  mri show at  upper cervical level?	asj-9-621-g002	of myelocystocele
300is re a mass in this mri?	IndianJOphthalmol-56-327-g002	 right atrium
301what is  preoperative ct demonstrating?	1746-160X-2-28-1	ct abdomen
302what   axial t2-weighted image show (white arrow)?	1752-1947-7-178-2	an intense enhancible paraventricular mass
303what   contrast enhanced chest ct show?	bmjopen2013004065f01	unilocular subcapsular fluid filled collection in  right lobe of  liver
304what   abdominal ct show?	40064_2015_1157_Fig2_HTML	a liver hemangioma with abdominal pain
305what   ct show?	rju14602	in  femoral inter condylar notch
306where is  mass located?	12887_2015_356_Fig3_HTML	anterior thymus
307is  lesion visible in all  mri images?	practneurol-2015-001087f06	in  right lower lobe
308where is  lesion with contrast uptake located?	IJEM-17-111-g003	in  left half of  retroperitoneum
309where   axial contrast-enhanced ct show  enhancing mass?	IJRI-21-176-g003	a fat density lesion with a hyperdense rim and fat stranding adjacent to  ascending colon
310what   enhanced ct show?	NAJMS-2-238-g001	multiple para aortic lymphadenopathy
311what   ct abdomen show?	ic-46-261-g001	collection in  gall bladder fossa closely resembling a normal gallbladder appearance
312what   axial ct image show?	isd-41-107-g003	a smooth surface mass on  left side of  abdomen
313what  ct images of  abdomen show?	ccrep-2-2009-001f1	a liver hemangioma with abdominal pain
314what   ct show?	JETS-4-135-g001	from superior vena cava
315 axial ct angiogram show any arteriovenous malformation?	JNRP-6-105-g004	metastatic lymph nodes
316what  ct images show?	1477-7819-6-50-1	mri sagittal T1 sequence with gadolinium
317what kind of ct view is this?	IJRI-23-287-g024	13 cm in diameter
318where is  lesion located in  mri image?	rt-2013-3-e33-g003	mri sagittal T1 sequence with gadolinium
319what type of image is this?	PAMJ-18-205-g001	right sided cervical adenopathy
320what   reconstruction of  ct show?	TOORTHJ-8-148_F3	into  root of  neck
321where are  areas of hypoattenuation visible?	IJRI-23-287-g024	in right iliopsoas region
322are  rotator cuff muscles still intact?	13256_2014_3030_Fig3_HTML	asymmetrical nonspecific signals on basal ganglia
323what  axial ct and mri t1 weighted image show (arrows)?	IJRI-22-298-g018	mri of  brain
324what views of mri images of cervical spine are se?	1752-1947-3-92-1	bilateral symmetric increased signal within  anterior horn
325what   Magnetic resonance image show?	1752-1947-6-172-2	symmetric
326what   mri of  brain show?	AJNS-9-48-g001	mri sagittal T1 sequence with gadolinium
327what kind of mri view is this?	FVVinObGyn-3-135-149-g008	a liver hemangioma with abdominal pain
328what   ct show?	CEJU-67-00409-g004	good expansion of  residual lobes
329where   chest ct show?	kjae-58-197-g002	adjacent to  ascending colon
330where   mri axial view show a neurofibroma?	JPN-5-1-g004	a heterogeneous tumor involving  lower peritoneal cavity
331what   t2 sagittal mri show?	1752-1947-5-137-2	a screw which protruded into  vertebral foramen without vascular penetration
332In this image	IJRI-20-135-g003	a liver hemangioma with abdominal pain
333what   ct show?	1749-799X-5-70-1	a liver hemangioma with abdominal pain
334what   ct show?	1757-1626-0002-0000008585-005	multiple cavitary and non cavitary lung nodules
335what  chest ct show?	2049-6958-8-5-1	ruptured artery supplying  interpole
336what   ct angiogram show?	JPN-5-1-g005	a segmental filling defect in  superior sagittal sinus and  non visualizability of some bilateral cortical veins
337what   magnetic resonance cholangiography show?	tm-01-195-e002	ct
338what  axial and sagittal t2-weighted images of cervical spine show?	1752-1947-3-92-1	a liver hemangioma with abdominal pain
339what   ct show?	1476-0711-3-16-2	primary RCC
340where is  non-neoplastic hamartomatous lesion located?	JPN-5-59-g012	no
341is re a metastatic lesion visible?	kjim-18-1-45-8f2	 narrow angle between  aorta and  sma
342what  3d ct images show?	JMedLife-04-189-g004	around  lesion
343where   mri show small fluid collection?	IDOJ-4-43-g004	symmetric
344what   mri of  brain show?	1752-1947-5-142-3	in  femoral inter condylar notch
345where is  mass located?	1757-1626-2-9325-2	at  inferior section of both parietal lobes
346where   ct angiography show small emboli?	1749-8090-9-39-1	 lesion extending  ankle joint and  anterior soft tissue
347what   mri show?	SNI-6-424-g003	a liver hemangioma with abdominal pain
348what   ct show?	1750-1172-4-18-5	disc protrusion compressing  left s1 root
349what   mri axial view show?	JPN-5-1-g004	into  root of  neck
350where are  lesions in  mri located?	IJSTD-32-44-g001	well defined non homogenous density mass with central necrosis in lower part of mediastinum
351what   ct of  thorax show?	1824-7288-40-35-1	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
352what   mid sagittal mri show?	JPN-6-152-g001	in  femoral inter condylar notch
353where is  calcification located (arrow)?	s12245-014-0040-5-2	post ect subdural hematoma
354what   ct of  brain show?	JCDR-3-236-g005	bilateral basal bullous emphysema
355what   ct thorax show?	1757-1626-3-61-3	 anterior maxilla
356what structure is  mass compressing?	AIAN-15-158-g003	in  pulmonary artery
357where   ct image show calcification?	JETS-8-119-g002	a bony mass in  left maxillary antrum
358what  ct show?	1752-1947-4-45-1	good expansion of  residual lobes
359what   chest ct show?	13017_2015_6_Fig1_HTML	a liver hemangioma with abdominal pain
360what   ct show?	1865-1380-5-34-2	a bony mass in  left maxillary antrum
361what  ct show?	jcp074104.f1	 knee
362is this a normal brain mri?	er-3-2-70-5f2	multiple demyelinating plaques
363what   chest mri show?	1749-8090-5-115-4	bilateral internal laryngoceles
364what   axial view of pet ct image show?	1532-429X-12-1-1	hypoplastic pituitary with visible stalk and absent splenium of corpus callosum
365what  mri brain show?	JNRP-1-23-g002	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
366what   ct of  chest show?	LI-26-95-g003	outgrowth osteophytes covering  anterior side of  vertebrae as well as local ossification of  posterior longitudinal ligament
367what   axial ct show?	SNI-5-427-g001	 lesion extending  ankle joint and  anterior soft tissue
368what   mri show?	1477-7819-3-62-2	a liver hemangioma with abdominal pain
369what   ct show?	asj-1-102-g003	metastatic lesion to lymph node adjacent to superficial cervical plexus
370what   3d ct reconstruction image show?	isd-42-111-g004	diffuse edematous changes in  superficial and deep fascia of  left leg
371what   mri t2 weighted sagittal and axial images show?	AJNS-8-97-g008	 presence of a soft tissue mass arising within  muscles of  right cheek
372what  axial ct show?	JGID-7-122-g004	a liver hemangioma with abdominal pain
373where   ct show?	1746-1596-8-134-1	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
374what   sagittal t2 cervical mri show?	IJNL-12-069-g001	in  femoral inter condylar notch
375where is  uptake located?	1752-1947-5-342-2	outgrowth osteophytes covering  anterior side of  vertebrae as well as local ossification of  posterior longitudinal ligament
376what   axial ct show?	1758-3284-3-37-3	axial cut of repeat cervical spine
377what is this ct showing?	1757-1626-3-57-2	axial cut of repeat cervical spine
378what is this ct showing?	ccr30002-0159-f2	a liver hemangioma with abdominal pain
379what   ct show?	AJNS-9-108-g003	on  right side
380where is  mass with heterogeneous enhancement located?	crg-0008-0061-g02	a tumor mass in  left upper lobe
381what  ct of  chest show?	1746-1340-16-8-3	presence of an active contrast leak 
382what  abdominal cts show?	kju-52-498-g001	 presence of hemoperitoneum and a perisplenic hematoma
383what   ct image show?	1749-7922-2-34-1	in  region of left lobe of thyroid
384  lesion show any significant enhancement?	WJNM-10-20-g003	ossified extremities of  bigger fetus
385what   chest contrast enhanced ct show?	cro-0007-0065-g01	no
386Is  pancreas infiltrated by a tumor or fat?	jkms-23-142-g001	a duodenal tumor
387what anatomical region is shown in  ct?	rju12901	a fat density lesion with a hyperdense rim and fat stranding adjacent to  ascending colon
388where   contrast enhanced ct show?	IJPD-23-121-g002	in  femoral inter condylar notch
389where is  uptake located?	1752-1947-5-342-3	in  left occipital lobe
390Is re fluid in  right hemithorax?	1757-1626-0002-0000008070-003	a symmetrical infiltration of  perirenal fat and of  perirenal fascia
391what condition is visible in  lungs ?	1471-2334-11-358-1	2
392what is  diameter of  tumor?	1477-7819-8-74-2	unilocular subcapsular fluid filled collection in  right lobe of  liver
393what   abdominal ct show ?	rju09202	brain
394what is this mri showing?	FVVinObGyn-3-135-149-g008	heterogeneous and varying degrees of enhancement
395what  volume rendering reformatted ct image show?	1757-1626-2-9341-2	an heterologous cranioplasty
396what abnormality is associated with  lesion?	gou017f2	to be inside  iliac muscle of  quadrilateral space within  pelvis
397Is  cerebral edema localized or extensive?	IJPC-15-159-g001	in  thoracic spinal cord
398where   axial mri show hyperintense areas?	1752-1947-6-43-2	no
399Is re an epidural lesion in this ct brain image?	JNRP-4-138b-g003	unilocular subcapsular fluid filled collection in  right lobe of  liver
400what   abdominal ct show?	1477-7819-9-165-1	a liver hemangioma with abdominal pain
401what   ct show?	1757-1626-0002-0000008585-002	a liver hemangioma with abdominal pain
402what   ct show?	1865-1380-5-34-1	at initial presentation
403where is  cannular tip located in  ct image ?	kjp-23-137-g003	diffuse edematous changes in  superficial and deep fascia of  left leg
404what   mri t2 weighted sagittal and axial images show?	AJNS-8-97-g009	 right hilar mass and  right sided interlobular septal thickening
405what  axial contrast enhanced ct of  head show?	cop0002-0343-f02	intussusception
406what is  anatomical region in this ct?	JRMS-14-135-g003	labral tear
407what is shown in  weighted mri (arrow)?	practneurol-2015-001087f06	symmetric
408what   mri of  brain axial	AIAN-15-158-g003	multiple demyelinating plaques
409what   hip mri show?	medi-94-e446-g001	a large right sided perinephric fluid collection
410what   contrast enhanced ct of  upper abdomen show?	1752-1947-5-298-2	right side lung mass lesion extending into pleura with multiple small nodules on left side
411what   ct chest show?	LI-32-395-g002	 lesion extending  ankle joint and  anterior soft tissue
412what   mri show?	tropmed-87-381-g001	on  left side of  aorta compressing  left renal vein
413where  abdominal ct show an infiltrating mass?	1477-7819-9-165-1	a liver hemangioma with abdominal pain
414what   ct show?	PG-9-22319-g002	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
415what   ct of  chest show?	1752-1947-5-362-1	cord compression
416what  t2 weighted mri images show?	arm-35-939-g002	lesion at tail of pancreas
417what  mri show?	1746-1596-8-113-1	a dural tail sign
418what   mass show?	kjhbps-16-75-g001	a cirrhotic liver with a hypointense lesion in  caudate lobe of liver
419what   mri show (arrow)?	cro-0006-0472-g03	only minimal left enophthalmos
420what condition  this mass represent?	1532-429X-12-1-1	on short axis slices of mri
421what are  lesions located?	1752-1947-6-172-1	50% of  type iii optic nerve
422what is detected by chest ct?	tcrm-11-1291Fig1	 narrow angle between  aorta and  sma
423what  3d ct images show?	JMedLife-04-189-g004	nipple sign at  level of entry of  anterior ethmoid artery into  nasal cavity
424what   sagittal reconstruction of ct nephrographic phase image show?	rb-48-03-0166-g08	calculus and mass
425what organ is demostrated in  sagittal reconstruction of ct nephrographic phase image?	rb-48-03-0166-g08	 presence of hemoperitoneum and a perisplenic hematoma
426what   ct image show?	SNI-2-31-g009	two well defined masses with central necrosis
427At what vertebral level is  calcification of  longus colli muscle found?	JETS-8-119-g001	intrathoracic portosystemic collateral in  form of dilated paraesophageal veins in a case of cirrhosis
428what   contrast-enhanced abdominal ct show?	IJCCM-15-134-g003	aneurysm affecting  main pulmonary artery
429what   ct angiography show?	1749-8090-9-39-1	probable bone consolidation
430what   ct image show (white arrow)?	12245_2015_64_Fig2_HTML	a liver hemangioma with abdominal pain
431what   ct show?	1754-9493-5-2-5	symmetric
432what   screening mri of  brain show?	JPN-5-59-g012	a hyper dense mass lesion 
433what  ct of  neck show?	IJRI-18-313-g003	 posterior arch defect
434what  ct axial section show?	ijcpd-06-109-g005	unilocular subcapsular fluid filled collection in  right lobe of  liver
435what   abdominal ct show?	kjim-19-1-62-12f1	on  left side of  hypoglossal foramen
436Does  ct show reduced hepatic perfusion?	PG-9-22319-g002	bone marrow edema adjacent to  fibro-cartilage coalition
437what anatomical structure show hyperintensity in this axial t2w mri of  brain?	IJRI-20-195-g002	hyperintensity of splenium of corpus callosum
438what  mri brain t1 flair sequence show?	AJNS-6-116-g003	a heterogenously enhancing well defined mass in  left parietal lobe with surrounding edema
439what   contrast enhanced axial ct image show?	JNRP-3-95-g002	within  muscles of  right cheek
440where is  spinal stenosis visible?	SAS-1-2007-0114-CR-g002	outgrowth osteophytes covering  anterior side of  vertebrae as well as local ossification of  posterior longitudinal ligament
441what   axial ct show?	JCIS-1-51-g017	gastric intramural air suspicious for gastric emphysema with a small amount of air in peri gastric veins
442what   non-contrast ct show?	IJO-60-321-g002	 lesion extending  ankle joint and  anterior soft tissue
443what   mri show?	SNI-2-31-g008	arrows in  ct abdomen
444where are  nodules of neurons ectopically situated (arrows)?	tisb-2-e29431-g1	ossified extremities of  bigger fetus
445what   axial contrast enhanced ct show?	IJRI-21-176-g005	a bilateral lung edema
446what can be observed in  ct (arrows)?	13075_2015_698_Fig4_HTML	multiple demyelinating plaques
447what   chest mri show?	1749-8090-5-115-3	 lesion extending  ankle joint and  anterior soft tissue
448what   mri show?	JMP-38-41-g001	 pattern of probable bone regeneration
449what   white arrow show through foramen magnum?	Tanaffos-13-043-g002	actual bleeding
450what is  abdominal ct showing?	SaudiMedJ-36-252-g001	by a white line
451what is  tumor associated with?	cro-0007-0065-g01	a liver hemangioma with abdominal pain
452what   ct show?	1865-1380-5-34-1	a hemangioma
453what is visible in  peritoneal cavity (black arrow)?	IJRI-23-258-g006	loculated fluid collection contiguous with  gluteus medius and pyriformis muscles
454what   mri images of  left shoulder show?	IJSS-4-102-g003	regression of pituitary mass
455what structure has  abnormality (arrow)?	medi-94-e446-g001	intramedullary abscess with rim enhancement extending from d6 to conus level
456what  contrast enhanced axial t1 weighted mri show?	jocmr-03-52-g002	a bony mass in  left maxillary antrum
457what  ct show?	cro-0005-0030-g02	a cirrhotic liver with a hypointense lesion in  caudate lobe of liver
458what condition   mri show (arrow)?	IndianJOphthalmol-56-327-g002	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
459who   ct of  chest show?	1746-1340-16-8-4	heterogenously enhancing suprarenal lesion with areas of necrosis
460what  contrast enhanced chest ct show?	kjh-47-163-g010	in  femoral inter condylar notch
461where is  mass located?	can-7-374fig1	a cirrhotic liver with a hypointense lesion in  caudate lobe of liver
462what   lumbar spine mri show (arrow)?	1757-1626-2-9325-3	brain ct
463what anatomical structure crosses between  uteri?	IJU-29-142-g003	left putaminal hemorrhage
464what   Chest ct show?	kjim-20-177-g003	through  fascial defect at  left superior lumbar triangle
465  ct show destruction of bone or paravertebral absecess?	asj-1-102-g003	of myelocystocele
466could this mass be an abscess?	1752-1947-4-45-1	on repeated pet scanning
467what structure   uteri open into?	IJU-29-142-g003	no
468is re thickening of  pleura bilaterally?	2047-783X-18-7-1	a solid tumor mass in  right kidney
469what   ct of  abdomen show?	jsls-7-2-159-g02	a liver hemangioma with abdominal pain
470what   ct show?	JETS-3-292-g002	mri sagittal T1 sequence with gadolinium
471what kind of image is this?	IJEM-17-111-g003	mri sagittal T1 sequence with gadolinium
472what kind of ct view is this?	IJRI-21-215-g001	a dural tail sign
473what   mass show (arrowheads)?	kjr-8-120-g004	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
474what   saggital section mri show?	IJEM-16-304-g002	 angle between  transepicondylar axis and  femoral component
475what is showd in  ct images?	1476-7120-8-33-3	 lesion extending  ankle joint and  anterior soft tissue
476what   mri show?	AIAN-15-23-g007	 lesion extending  ankle joint and  anterior soft tissue
477what   mri show?	IDOJ-4-43-g003	 presence of hemoperitoneum and a perisplenic hematoma
478what   ct image show?	medi-94-e540-g001	cylindrical bronchiectasis and thick bronchial walls
479what   thorax ct show?	ATM-02-80-g001	an extradural mass in  left posterolateral spinal canal at  l5 s1 level
480what   mid sagittal mri show?	JPN-6-152-g001	a liver hemangioma with abdominal pain
481what   ct show?	1865-1380-5-34-2	metastatic lymph nodes
482what  fibroids show?	JCIS-5-18-g011	at initial presentation
483where is  fluid collected in  ct image?	medi-94-e861-g002	collaterals
484which organs are displaced anteroinferiorly by  mass?	1757-2215-6-27-2	in  femoral inter condylar notch
485where is  mass located?	1477-7819-2-41-1	in  femoral inter condylar notch
486where is  mass located?	DRJ-8-114-g004	 right hemisphere
487Is  mass on  right side of  heart?	40064_2014_1009_Fig3_HTML	enlarged basal cisterns and fourth ventricle
488what   sagittal t2 mri image of thoracic spine show?	SNI-3-26-g003	in  white matter of both hemispheres
489where are  hyperintense lesions located?	jkms-21-958-g001	a hemangioma
490what abnormality is associated with  lesion (black arrow)?	cancers-03-01253f2	along  anteromedial aspect of long shaft of femur
491where is  hypodense lesion located?	IJO-60-321-g002	multiple para aortic lymphadenopathy
492what   ct abdomen show?	IJMR-141-129-g001	 toothbrush spanning  nasopharynx and oropharynx
493what   enhancement ct show?	cnd-0005-0145-g03	30 mm in diameter
494what is  measure of  mass in diameter?	kjim-18-1-45-8f2	liver cirrhosis after transarterial chemoembolization
495what is  ct pulmonary angiography scan suggesting?	IJCCM-13-163-g002	outgrowth osteophytes covering  anterior side of  vertebrae as well as local ossification of  posterior longitudinal ligament
496what   axial ct show?	can-8-464fig1	 presence of hemoperitoneum and a perisplenic hematoma
497what   ct image show?	crg-0006-0260-g01	hyperintensity in  right optic nerve head
498what   mri peritoneography show?	ndtplussfq203f01_ht	mri sagittal T1 sequence with gadolinium
499what type of image is this?	JCIS-5-18-g011	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
500what   ct of  chest show?	1746-1340-16-8-3	nan
501nan	nan	aneurysmal dilatation of descending arch of aorta
